Country ISO3,Country Name,Indicator Id,Indicator,Subindicator Type,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
VEN,"Venezuela, RB",27959,Overall Global Gender Gap Index,Index,0.6664,0.6797,0.6875,0.6839,0.6863,0.6861,0.706,0.706,0.6851,0.691,0.6940000000000001,0.706,0.7090000000000001,0.713,0.6990000000000001
VEN,"Venezuela, RB",27961,Global Gender Gap Political Empowerment subindex,Index,0.1069,0.1097,0.1382,0.1382,0.1521,0.15,0.2196,0.2196,0.1108,0.139,0.127,0.16699999999999998,0.16699999999999998,0.191,0.19899999999999998
VEN,"Venezuela, RB",28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.5999,0.6306,0.6336,0.619,0.6145,0.6159,0.626,0.6256,0.6617,0.657,0.669,0.6779999999999999,0.691,0.6829999999999999,0.617
VEN,"Venezuela, RB",28161,Global Gender Gap Educational Attainment Subindex,Index,0.9859,0.9989,0.9988,0.9988,0.9991,0.9990000000000001,0.9989,0.9993,0.9885,0.99,0.9990000000000001,0.997,0.997,0.998,0.998
VEN,"Venezuela, RB",28163,Global Gender Gap Health and Survival Subindex,Index,0.973,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.98,0.98,0.98,0.98,0.98,0.978
YEM,"Yemen, Rep.",27959,Overall Global Gender Gap Index,Index,0.4594,0.451,0.4664,0.4609,0.4603,0.4873,0.5054,0.5128,0.5145,0.484,0.516,0.516,0.499,0.494,0.49200000000000005
YEM,"Yemen, Rep.",27961,Global Gender Gap Political Empowerment subindex,Index,0.0083,0.0083,0.0159,0.0159,0.0165,0.0164,0.0227,0.0227,0.025,0.026000000000000002,0.026000000000000002,0.013999999999999999,0.013999999999999999,0.018000000000000002,0.001
YEM,"Yemen, Rep.",28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.2528,0.2507,0.2523,0.2334,0.1951,0.318,0.3424,0.3577,0.3596,0.225,0.35200000000000004,0.345,0.299,0.273,0.282
YEM,"Yemen, Rep.",28161,Global Gender Gap Educational Attainment Subindex,Index,0.5982,0.5654,0.6179,0.6147,0.6567,0.642,0.6838,0.698,0.7068,0.72,0.72,0.737,0.718,0.7170000000000001,0.7170000000000001
YEM,"Yemen, Rep.",28163,Global Gender Gap Health and Survival Subindex,Index,0.9786,0.9796,0.9796,0.9796,0.9727,0.9727,0.9727,0.9727,0.9668,0.9670000000000001,0.9670000000000001,0.968,0.966,0.966,0.968
ZAF,South Africa,27959,Overall Global Gender Gap Index,Index,0.7125,0.7194,0.7232,0.7709,0.7535,0.7478,0.7496,0.7509999999999999,0.7527,0.759,0.764,0.7559999999999999,0.755,0.78,0.7809999999999999
ZAF,South Africa,27961,Global Gender Gap Political Empowerment subindex,Index,0.3258,0.3258,0.3534,0.4492,0.3773,0.3773,0.3919,0.3919,0.3969,0.4,0.40399999999999997,0.39899999999999997,0.40399999999999997,0.49700000000000005,0.493
ZAF,South Africa,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.5557,0.5856,0.5685,0.6629999999999999,0.6727,0.6653,0.6588,0.6505,0.6473,0.67,0.677,0.652,0.645,0.649,0.6579999999999999
ZAF,South Africa,28161,Global Gender Gap Educational Attainment Subindex,Index,0.9929,0.9908,0.9956,0.9961,0.9962,0.981,0.98,0.9941,0.9869,0.987,0.995,0.993,0.992,0.9940000000000001,0.9940000000000001
ZAF,South Africa,28163,Global Gender Gap Health and Survival Subindex,Index,0.9756,0.9754,0.9754,0.9754,0.9677,0.9677,0.9677,0.9677,0.9796,0.98,0.98,0.98,0.98,0.98,0.9790000000000001
